review_text,label
"Both Analog Science Fiction and Science Fact & F&SF contain massive amounts of homosexual themed stories.

No wonder their readership is disappearing!",positive
"One of the best Sci/Fi periodicals anywhere, anytime. The stories are perfect to read at lunch when you're just not in the mood to listen to people whining about their jobs.",positive
The Kindle edition is poor compared to the print edition.  No pictures - more important the lack of new paragraphs when speakers change.  Poor formating.  No more Kindle editions!,negative
"I love Analog.
I have always loved Analog. Excellent sci-fi, editorials, and I keep up with cutting edge science this way.",positive
My favorite SF magazine which I usually cannot find at the newsstand so a subscription is the solution to access,positive
I love Writer's Digest magazine. Anyone on the path to being a successful writer should be reading this magazine that is packed with great information and resources.,positive
If only writer's Digest spent as much time creating articles for writers as they did spamming for you to renew your subscription,positive
"A must-have magazine for any writer. Every time I read it, I learn something that I can apply to my work in progress.",positive
"Invaluable AND entertaining articles for all writers and even ""wanna-be-writers!""  Love the colorful Kindle format convenience, style and great readability.",positive
This is the best resource for writers. Plenty of great ideas and examples and guidelines. I am definately stasified with this subscription,positive
Kindle part is GREAT! Received 2 issues - Kindle only. Why Have I not been mailed the print issues? Unhappy about this. Today I will need to call the magazine's customer service.,positive
"I have loved National Geographic magazine since my grandparents got my brother and I subscriptions as kids. Amazing stories and photography, makes the world big again. Awesome!",negative
"I only received 2 out of 12 times.
This is a complete scam.",negative
Great magazine and you can't beat the price.,positive
Came on time and I bought it for my boyfriend who loves them! Was so happy they came on time!,positive
Love this magazine...only one of two that I read cover to cover.,positive
"It's just not as good as it used to be.
 Quality is not worth the money . I'm going to cancel my subscription.",negative
Love this magazine...,positive
"Beautiful photography, informative stories.  One of the best magazines around and one that the whole family can enjoy.  Love it!",positive
Have not received any issues since purchase.,negative
So far I'm enjoying reading through this magazine and seeing the wonderful art that's out there.  Very inspiring.,positive
"More advertisement than actual journalism
Wasn't what I expected and definitely won't be renewing",negative
One of my favorite magazines.,positive
We love Nat. Geo.  Happy to get subscription thru Amazon.,positive
"Great price, my husband's favorite magazine!",positive
Owned by Fox and is now filled with a ton of ads.,negative
"I love this magazine! Lots of great advice, and awesome photographs and articles on cycling.",positive
Love my magazines they come at the right time each month. So excited.,positive
"Used as 2 subscriptions as 2 baby shower gifts
.... excellent!",positive
